measure_id,measure_name,measure_format,filter_id,demographics,location_id,location_type,location_name,numerator,denominator,value,missing,missing_percentage,status,count,sum,sum_squares,minimum,maximum,standard_deviation,average,population,total_cases,median_household_income,num_full_time_prosecutors,total_num_law_enforcement_agencies
115,Court Fees,MEDIAN,1,all defendants,PA037,county,Columbia,NA,NA,795,0,0,OK,2129,1917328.04,2614605961.8384,10,8635,645.9477,900.58,67021,3778,44807,1,11
115,Court Fees,MEDIAN,1,all defendants,PA039,county,Crawford,NA,NA,1032,0,0,OK,4123,5349634.71,12343229050.5023,5,30468.72,1144.7858,1297.51,88173,4733,42504,5,15
115,Court Fees,MEDIAN,1,all defendants,PA041,county,Cumberland,NA,NA,1197.165,0,0,OK,9774,13437037.2,29262535027.8242,1,21936,1050.7267,1374.77,237449,13507,60826,NA,21
115,Court Fees,MEDIAN,1,all defendants,PA043,county,Dauphin,NA,NA,903.5,0,0,OK,18087,20006798.85,35256092092.6743,0.22,19229.99,851.9034,1106.14,269035,25973,54066,22,21
115,Court Fees,MEDIAN,1,all defendants,PA045,county,Delaware,NA,NA,1650.5,0,0,OK,29378,59004075.03,177640892377.7359,1,56153.5,1418.7855,2008.44,559771,37474,64041,49,47
115,Court Fees,MEDIAN,1,all defendants,PA047,county,Elk,NA,NA,837,0,0,OK,1224,1322940.9,2188542098.3274,19,7272.75,787.6097,1080.83,31799,1740,45767,1,5
115,Court Fees,MEDIAN,1,all defendants,PA049,county,Erie,NA,NA,1038.075,0,0,OK,9592,12901333.97,32251653603.7719,5,28157.74,1246.3787,1345.01,280518,14962,45202,NA,13
115,Court Fees,MEDIAN,1,all defendants,PA051,county,Fayette,NA,NA,1309.625,0,0,OK,6842,10136583.78,20234117636.2126,2.5,21149.51,873.2349,1481.52,136145,9210,39115,10,15
115,Court Fees,MEDIAN,1,all defendants,PA053,county,Forest,NA,NA,989.5,0,0,OK,205,244216.61,592044611.4549,45,12803.14,1214.918,1191.3,7696,366,36556,0,1
115,Court Fees,MEDIAN,1,all defendants,PA055,county,Franklin,NA,NA,935.63,0,0,OK,7387,8255557.24,13844701350.9616,1.27,12684.5,790.7589,1117.58,150594,10857,52637,8,8
115,Court Fees,MEDIAN,1,all defendants,PA057,county,Fulton,NA,NA,835.78,0,0,OK,705,687785.13,1005757294.5205,4,7440,689.5802,975.58,14779,1070,48461,1,2
115,Court Fees,MEDIAN,1,all defendants,PA059,county,Greene,NA,NA,1203,0,0,OK,1609,2471632.57,6623919257.2661,18,17440.05,1325.968,1536.13,38362,2262,44388,NA,4
115,Court Fees,MEDIAN,1,all defendants,PA061,county,Huntingdon,NA,NA,875.25,0,0,OK,1918,2183163.3,4436572091.3026,25,17268.75,1008.9807,1138.25,45874,3017,44183,1,4
115,Court Fees,MEDIAN,1,all defendants,PA063,county,Indiana,NA,NA,681.5,0,0,OK,3345,2774258.61,4045163254.5417,1.5,20269.74,722.2256,829.37,88404,5000,43997,4,7
115,Court Fees,MEDIAN,1,all defendants,PA065,county,Jefferson,NA,NA,1074.86,0,0,OK,1825,2698756.55,6392042582.0371,40.23,10584.92,1147.3655,1478.77,45015,2519,41262,2,6
115,Court Fees,MEDIAN,1,all defendants,PA067,county,Juniata,NA,NA,787.25,0,0,OK,790,780732.52,1303689106.681,6.31,11541.42,821.2292,988.27,24737,996,46163,NA,2
115,Court Fees,MEDIAN,1,all defendants,PA069,county,Lackawanna,NA,NA,1289.5,0,0,OK,7723,12223846.96,33839929370.609,2.25,62500,1369.9427,1582.78,214275,12938,46044,14,22
115,Court Fees,MEDIAN,1,all defendants,PA071,county,Lancaster,NA,NA,1396.5,0,0,OK,15506,27732782.03,79630786249.6375,0.58,64727.68,1391.6915,1788.52,523306,27281,56483,28,30
115,Court Fees,MEDIAN,1,all defendants,PA073,county,Lawrence,NA,NA,907,0,0,OK,3439,5242895.37,29362707269.7027,8,111035,2493.1378,1524.54,90374,6068,43546,6,13
115,Court Fees,MEDIAN,1,all defendants,PA075,county,Lebanon,NA,NA,1408,0,0,OK,6626,10451092.24,24663596323.0592,0.3,31760.45,1111.1267,1577.29,134411,9146,54818,NA,8
115,Court Fees,MEDIAN,1,all defendants,PA077,county,Lehigh,NA,NA,1341.5,0,0,OK,13428,24186220.26,160193740360.391,1,202430.97,2947.2416,1801.18,352068,25176,54923,NA,18
115,Court Fees,MEDIAN,1,all defendants,PA079,county,Luzerne,NA,NA,876.075,0,0,OK,11746,11700009.54,17322426329.207,2,22341,694.6997,996.08,320827,19022,44402,25,49
115,Court Fees,MEDIAN,1,all defendants,PA081,county,Lycoming,NA,NA,956.5,0,0,OK,6941,8618393.24,19203138536.5442,0.5,16515.7,1106.8288,1241.66,116604,9235,45430,7,14
115,Court Fees,MEDIAN,1,all defendants,PA083,county,McKean,NA,NA,778.75,0,0,OK,2213,2289050.28,4632264257.4874,4,24584.45,1011.8087,1034.37,43294,2708,41834,7,9
115,Court Fees,MEDIAN,1,all defendants,PA085,county,Mercer,NA,NA,750.1,0,0,OK,3775,3723636.77,7114831732.1383,5,18113.65,954.9829,986.39,116059,8442,44301,9,12
115,Court Fees,MEDIAN,1,all defendants,PA087,county,Mifflin,NA,NA,992.425,0,0,OK,2124,2500784.96,4410750878.398,20,7985.5,831.0795,1177.39,46698,2940,40384,1,2
115,Court Fees,MEDIAN,1,all defendants,PA089,county,Monroe,NA,NA,854.795,0,0,OK,5924,5777517.33,7884279735.9811,5,7130,616.2884,975.27,168947,12520,57408,12,9
115,Court Fees,MEDIAN,1,all defendants,PA091,county,Montgomery,NA,NA,1107.48,0,0,OK,26926,40006581,830331931740.043,0.03,812621.1,5350.7964,1485.8,804621,43685,79183,30,48
115,Court Fees,MEDIAN,1,all defendants,PA093,county,Montour,NA,NA,880,0,0,OK,456,489606.35,987865946.0669,60,11907.5,1007.8554,1073.7,18379,911,51482,NA,2
115,Court Fees,MEDIAN,1,all defendants,PA095,county,Northampton,NA,NA,1062.25,0,0,OK,11805,15779685.96,52293633961.7254,0.47,107310.25,1625.8096,1336.7,298439,14904,60097,NA,23
115,Court Fees,MEDIAN,1,all defendants,PA097,county,Northumberland,NA,NA,1046.99,0,0,OK,3522,4737009.65,10940127584.7387,20,13412.5,1139.1359,1344.98,94444,6016,41208,5,16
115,Court Fees,MEDIAN,1,all defendants,PA099,county,Perry,NA,NA,776.12,0,0,OK,2089,1904797.89,2629988295.9567,9,7117.06,654.029,911.82,45808,2632,57375,1,7
115,Court Fees,MEDIAN,1,all defendants,PA101,county,Philadelphia,NA,NA,729.44,0,0,OK,104248,128590763.78,903825728942.1146,0.25,253091.44,2673.6648,1233.51,1536704,262552,37192,NA,5
115,Court Fees,MEDIAN,1,all defendants,PA103,county,Pike,NA,NA,1295.5,0,0,OK,1737,2984042.64,7760266734.5556,45.5,9591.65,1231.7547,1717.93,57179,2533,59340,NA,7
115,Court Fees,MEDIAN,1,all defendants,PA105,county,Potter,NA,NA,885.76,0,0,OK,882,931686.57,1626043273.0395,1,9212.7,853.5637,1056.33,17487,1101,41547,NA,6
115,Court Fees,MEDIAN,1,all defendants,PA107,county,Schuylkill,NA,NA,881,0,0,OK,5629,5789602.92,9377749623.5262,5,11827.76,779.8731,1028.53,147700,8900,45012,7,47
115,Court Fees,MEDIAN,1,all defendants,PA109,county,Snyder,NA,NA,1156.5,0,0,OK,1261,1693928.05,3387953566.9597,60,10478.5,939.6318,1343.32,39711,1943,46513,1,5
115,Court Fees,MEDIAN,1,all defendants,PA111,county,Somerset,NA,NA,875,0,0,OK,2092,2377105.93,5816654618.7521,48.67,25934.5,1220.6551,1136.28,77341,3141,43597,2,17
115,Court Fees,MEDIAN,1,all defendants,PA113,county,Sullivan,NA,NA,773,0,0,OK,228,181745.54,179333351.8452,245.5,3017.69,389.6152,797.13,6419,400,40964,1,1
115,Court Fees,MEDIAN,1,all defendants,PA115,county,Susquehanna,NA,NA,947,0,0,OK,1312,1415365.61,3227607550.7863,5,33336.49,1138.9815,1078.78,42948,2364,48231,1,8
115,Court Fees,MEDIAN,1,all defendants,PA117,county,Tioga,NA,NA,1136,0,0,OK,1076,1590399.49,4177171788.9471,22.5,18071.5,1303.4679,1478.07,42267,1886,44187,2,12
115,Court Fees,MEDIAN,1,all defendants,PA119,county,Union,NA,NA,1085.5,0,0,OK,1140,1661248.24,4019613780.4622,18,10390.55,1184.7673,1457.24,44932,1633,48528,NA,7
115,Court Fees,MEDIAN,1,all defendants,PA121,county,Venango,NA,NA,982.23,0,0,OK,2447,3315082.85,11551688534.3649,50,31134.15,1698.9929,1354.75,54590,3339,41977,NA,6
115,Court Fees,MEDIAN,1,all defendants,PA123,county,Warren,NA,NA,1486.61,0,0,OK,1555,2610711.08,6794150452.302,11,28178.32,1245.582,1678.91,41429,2430,43764,3,5
115,Court Fees,MEDIAN,1,all defendants,PA125,county,Washington,NA,NA,1301.45,0,0,OK,8709,12897235.29,26310360961.8961,5,21888.5,909.977,1480.91,208047,14081,53693,10,24
115,Court Fees,MEDIAN,1,all defendants,PA127,county,Wayne,NA,NA,806.2,0,0,OK,1615,1644585.48,3765072215.303,3,29928.6,1138.0431,1018.32,52212,2141,49313,3,5
115,Court Fees,MEDIAN,1,all defendants,PA129,county,Westmoreland,NA,NA,970.25,0,0,OK,13622,19304937.51,52611390901.6851,1.3,15768.85,1361.5986,1417.19,364090,20987,50736,23,34
115,Court Fees,MEDIAN,1,all defendants,PA131,county,Wyoming,NA,NA,979.5,0,0,OK,1177,1343177.86,2430227764.507,12,6348.5,873.558,1141.19,28177,1895,48482,2,7
115,Court Fees,MEDIAN,1,all defendants,PA133,county,York,NA,NA,1176.65,0,0,OK,23895,33288286.12,83419681164.1762,5,62125.96,1245.1554,1393.11,436339,34619,58745,28,22
116,Fines,MEDIAN,1,all defendants,PA,state,Pennsylvania,NA,NA,500,3947,1.4404,OK,270070,225114429.12,14287452009120.184,0.01,2227500,7225.5225,833.54,12731381,935686,52548,NA,NA
116,Fines,MEDIAN,1,all defendants,PA001,county,Adams,NA,NA,400,35,0.8981,OK,3862,2796663.53,18878994173.8533,6.23,110000,2089.291,724.15,101496,5154,59492,4,14
116,Fines,MEDIAN,1,all defendants,PA003,county,Allegheny,NA,NA,1000,46,0.2822,OK,16257,17628408.13,40099924678.6329,1,75000,1136.1656,1084.36,1226933,73141,51366,6,98
116,Fines,MEDIAN,1,all defendants,PA005,county,Armstrong,NA,NA,300,0,0,OK,2052,1208241.92,2444097806.7928,1,30100,919.1263,588.81,68614,3276,45241,NA,9
116,Fines,MEDIAN,1,all defendants,PA007,county,Beaver,NA,NA,300,48,0.7423,OK,6418,3208088.73,66158630624.6429,1,250000,3171.7508,499.86,170382,10859,49217,8,29
116,Fines,MEDIAN,1,all defendants,PA009,county,Bedford,NA,NA,600,0,0,OK,1660,1618965.5,4406022905.25,25,25000,1305.4062,975.28,49490,2397,43290,3,5
116,Fines,MEDIAN,1,all defendants,PA011,county,Berks,NA,NA,150,2,0.0153,OK,13109,8447227.99,158578462477.8581,1,180000,3417.9783,644.38,412078,20866,55170,30,43
116,Fines,MEDIAN,1,all defendants,PA013,county,Blair,NA,NA,300,0,0,OK,7577,6124239.99,444041605572.2471,1,520000,7613.0306,808.27,126940,11610,42992,8,15
116,Fines,MEDIAN,1,all defendants,PA015,county,Bradford,NA,NA,500,0,0,OK,2130,1682794.94,3225697839.6036,25,26000,943.7478,790.04,62624,4057,46963,4,8
116,Fines,MEDIAN,1,all defendants,PA017,county,Bucks,NA,NA,1000,19,0.1988,OK,9539,13665391.29,5080447603872.35,1.74,2227500,23034.7746,1432.58,625977,34866,76555,27,41
116,Fines,MEDIAN,1,all defendants,PA019,county,Butler,NA,NA,100,649,15.0162,EXCEEDS_MISSING_UNFILT,3673,1316450.5,15007902646.75,25,70000,1989.6293,358.41,184535,10793,58230,6,13
116,Fines,MEDIAN,1,all defendants,PA021,county,Cambria,NA,NA,200,0,0,OK,5611,1829135.96,2178556713.3784,20,30000,531.0795,325.99,142448,9796,41730,1,28
116,Fines,MEDIAN,1,all defendants,PA023,county,Cameron,NA,NA,300,0,0,OK,175,86686,72347946,50,3000,411.1112,495.35,5000,330,41410,0,2
116,Fines,MEDIAN,1,all defendants,PA025,county,Carbon,NA,NA,350,0,0,OK,1235,826385.53,1069799658.2509,25,7500,647.1691,669.14,65074,4060,48900,3,13
116,Fines,MEDIAN,1,all defendants,PA027,county,Centre,NA,NA,250,1262,26.188,EXCEEDS_MISSING_UNFILT,3557,3006434.54,182837533401.8758,1,320000,7120.5363,845.22,154460,7288,50336,8,4
116,Fines,MEDIAN,1,all defendants,PA029,county,Chester,NA,NA,150,17,0.1459,OK,11636,11877049.18,2141048810732.6628,1.46,1330000,13526.862,1020.72,503075,20967,86050,36,44
116,Fines,MEDIAN,1,all defendants,PA031,county,Clarion,NA,NA,1000,676,60.9558,EXCEEDS_MISSING_UNFILT,433,448515.5,964763750.75,5,15000,1076.0189,1035.83,39720,2386,42389,2,6
116,Fines,MEDIAN,1,all defendants,PA033,county,Clearfield,NA,NA,270,0,0,OK,3315,1876176.27,7098515756.2847,1,50002,1349.6534,565.97,81536,4622,41030,4,9
116,Fines,MEDIAN,1,all defendants,PA035,county,Clinton,NA,NA,750,0,0,OK,1121,1073120.17,1870654301.0177,0.9,15000,867.7603,957.29,39501,2185,42184,2,8
116,Fines,MEDIAN,1,all defendants,PA037,county,Columbia,NA,NA,300,0,0,OK,2091,1121822.61,1483406653.4609,4.66,15000,649.4562,536.5,67021,3778,44807,1,11
116,Fines,MEDIAN,1,all defendants,PA039,county,Crawford,NA,NA,287.5,0,0,OK,3986,2228512.77,6157926158.2839,10,30000,1110.235,559.08,88173,4733,42504,5,15
116,Fines,MEDIAN,1,all defendants,PA041,county,Cumberland,NA,NA,500,3,0.0455,OK,6596,5095414.52,49358767159.8882,1,150500,2624.3901,772.5,237449,13507,60826,NA,21
116,Fines,MEDIAN,1,all defendants,PA043,county,Dauphin,NA,NA,250,1,0.0059,OK,16928,8469106.47,36264305789.4357,1,110250,1375.5281,500.3,269035,25973,54066,22,21
116,Fines,MEDIAN,1,all defendants,PA045,county,Delaware,NA,NA,1000,422,5.2028,HIGH_MISSING_UNFILT,7689,9105939.75,298117524455.3125,2.25,500000,6113.4514,1184.28,559771,37474,64041,49,47
116,Fines,MEDIAN,1,all defendants,PA047,county,Elk,NA,NA,300,3,0.2664,OK,1123,650082.8,3564172409.14,25,50000,1685.5928,578.88,31799,1740,45767,1,5
116,Fines,MEDIAN,1,all defendants,PA049,county,Erie,NA,NA,600,1,0.0231,OK,4331,5114023,60629535155,3,75000,3550.7187,1180.79,280518,14962,45202,NA,13
116,Fines,MEDIAN,1,all defendants,PA051,county,Fayette,NA,NA,400,0,0,OK,5966,4325121.73,26980925834.2847,0.01,100000,1999.3871,724.96,136145,9210,39115,10,15
116,Fines,MEDIAN,1,all defendants,PA053,county,Forest,NA,NA,500,0,0,OK,182,150154.91,222606603.2481,10,3500,738.5395,825.03,7696,366,36556,0,1
116,Fines,MEDIAN,1,all defendants,PA055,county,Franklin,NA,NA,450,2,0.0402,OK,4971,3500300.56,16256650079.0046,1,60000,1665.8442,704.14,150594,10857,52637,8,8
116,Fines,MEDIAN,1,all defendants,PA057,county,Fulton,NA,NA,300,0,0,OK,574,372103.42,638532797.0564,25,10000,832.6995,648.26,14779,1070,48461,1,2
116,Fines,MEDIAN,1,all defendants,PA059,county,Greene,NA,NA,750,0,0,OK,1470,1471081.55,2901155158.3933,1,15000,986.2883,1000.74,38362,2262,44388,NA,4
116,Fines,MEDIAN,1,all defendants,PA061,county,Huntingdon,NA,NA,400,7,0.3887,OK,1794,1145598.62,1795512853.1044,25,11125,770.3243,638.57,45874,3017,44183,1,4
116,Fines,MEDIAN,1,all defendants,PA063,county,Indiana,NA,NA,500,0,0,OK,3007,2014253.55,10959344079.3223,0.46,75000,1788.0068,669.85,88404,5000,43997,4,7
116,Fines,MEDIAN,1,all defendants,PA065,county,Jefferson,NA,NA,500,0,0,OK,1799,1336916.75,5694476799.0395,1,50000,1616.9559,743.14,45015,2519,41262,2,6
116,Fines,MEDIAN,1,all defendants,PA067,county,Juniata,NA,NA,600,0,0,OK,319,281458.68,548645601.8024,20,10000,971.7879,882.32,24737,996,46163,NA,2
116,Fines,MEDIAN,1,all defendants,PA069,county,Lackawanna,NA,NA,750,0,0,OK,2214,2825248.52,31531133881.5704,1,70000,3552.3254,1276.08,214275,12938,46044,14,22
116,Fines,MEDIAN,1,all defendants,PA071,county,Lancaster,NA,NA,150,2,0.0154,OK,12996,8929799.19,71736742967.8745,10,70000,2246.8122,687.12,523306,27281,56483,28,30
116,Fines,MEDIAN,1,all defendants,PA073,county,Lawrence,NA,NA,750,0,0,OK,1029,1580002,177035163140,1,400000,13032.7749,1535.47,90374,6068,43546,6,13
116,Fines,MEDIAN,1,all defendants,PA075,county,Lebanon,NA,NA,400,53,0.8078,OK,6508,3952784.26,5581451316.143,1,20000,699.144,607.37,134411,9146,54818,NA,8
116,Fines,MEDIAN,1,all defendants,PA077,county,Lehigh,NA,NA,500,1,0.017,OK,5892,6800192.28,760734326020.2704,3,535000,11304.9875,1154.14,352068,25176,54923,NA,18
116,Fines,MEDIAN,1,all defendants,PA079,county,Luzerne,NA,NA,1000,0,0,OK,4203,4498350.7,12070210291.2586,3.25,50000,1314.0541,1070.27,320827,19022,44402,25,49
116,Fines,MEDIAN,1,all defendants,PA081,county,Lycoming,NA,NA,750,0,0,OK,2934,2631240.79,5204688589.7877,1,20000,984.878,896.81,116604,9235,45430,7,14
116,Fines,MEDIAN,1,all defendants,PA083,county,McKean,NA,NA,1025,0,0,OK,967,1012797.18,1830408217.5118,10,7775,892.5995,1047.36,43294,2708,41834,7,9
116,Fines,MEDIAN,1,all defendants,PA085,county,Mercer,NA,NA,1000,0,0,OK,1369,1469099.6,3114329450.16,1,30000,1060.2504,1073.12,116059,8442,44301,9,12
116,Fines,MEDIAN,1,all defendants,PA087,county,Mifflin,NA,NA,300,0,0,OK,2004,1124847.47,2391904968.1161,10.71,27503,937.5207,561.3,46698,2940,40384,1,2
116,Fines,MEDIAN,1,all defendants,PA089,county,Monroe,NA,NA,1000,28,1.2048,OK,2296,2697094.5,19121054731.25,10,101000,2636.4958,1174.69,168947,12520,57408,12,9
116,Fines,MEDIAN,1,all defendants,PA091,county,Montgomery,NA,NA,300,11,0.0735,OK,14958,12504388.14,4130428110888.109,0.72,1900000,16596.8258,835.97,804621,43685,79183,30,48
116,Fines,MEDIAN,1,all defendants,PA093,county,Montour,NA,NA,500,0,0,OK,426,421717.08,11414586670.9264,12.08,100800,5086.8017,989.95,18379,911,51482,NA,2
116,Fines,MEDIAN,1,all defendants,PA095,county,Northampton,NA,NA,500,3,0.0439,OK,6831,5021479.99,10818922740.0601,10,50000,1021.5557,735.1,298439,14904,60097,NA,23
116,Fines,MEDIAN,1,all defendants,PA097,county,Northumberland,NA,NA,250,0,0,OK,3368,1553028.06,2393841437.2116,10,15000,705.8919,461.11,94444,6016,41208,5,16
116,Fines,MEDIAN,1,all defendants,PA099,county,Perry,NA,NA,300,2,0.22,OK,907,655745.76,1072621606.9176,25,6500,812.7899,722.98,45808,2632,57375,1,7
116,Fines,MEDIAN,1,all defendants,PA101,county,Philadelphia,NA,NA,1000,446,3.4281,OK,12564,12493507.83,81326355570.5729,1,75000,2341.9208,994.39,1536704,262552,37192,NA,5
116,Fines,MEDIAN,1,all defendants,PA103,county,Pike,NA,NA,500,0,0,OK,1714,1673038.5,32792183712.25,25,169500,4264.9502,976.1,57179,2533,59340,NA,7
116,Fines,MEDIAN,1,all defendants,PA105,county,Potter,NA,NA,500,0,0,OK,774,1035347.12,100038866520.135,25,305000,11297.1122,1337.66,17487,1101,41547,NA,6
116,Fines,MEDIAN,1,all defendants,PA107,county,Schuylkill,NA,NA,500,0,0,OK,2571,1833834.02,4133428888.5866,10,40000,1048.5117,713.28,147700,8900,45012,7,47
116,Fines,MEDIAN,1,all defendants,PA109,county,Snyder,NA,NA,500,1,0.1307,OK,764,538815,1012297395,25,15000,910.3276,705.26,39711,1943,46513,1,5
116,Fines,MEDIAN,1,all defendants,PA111,county,Somerset,NA,NA,400,0,0,OK,1932,1203597.12,4881158001.2238,25,50000,1462.6971,622.98,77341,3141,43597,2,17
116,Fines,MEDIAN,1,all defendants,PA113,county,Sullivan,NA,NA,500,0,0,OK,190,117966,118227166,100,2500,487.8697,620.87,6419,400,40964,1,1
116,Fines,MEDIAN,1,all defendants,PA115,county,Susquehanna,NA,NA,300,0,0,OK,1290,583646.74,468401260.914,25,5000,398.1498,452.44,42948,2364,48231,1,8
116,Fines,MEDIAN,1,all defendants,PA117,county,Tioga,NA,NA,300,0,0,OK,885,573548.72,846238655.845,18.49,10000,732.6689,648.08,42267,1886,44187,2,12
116,Fines,MEDIAN,1,all defendants,PA119,county,Union,NA,NA,800,1,0.1802,OK,554,476149.78,653384581.678,10,5000,664.4488,859.48,44932,1633,48528,NA,7
116,Fines,MEDIAN,1,all defendants,PA121,county,Venango,NA,NA,300,0,0,OK,2062,1477600.67,6433882774.5459,1,30000,1614.9253,716.59,54590,3339,41977,NA,6
116,Fines,MEDIAN,1,all defendants,PA123,county,Warren,NA,NA,800,0,0,OK,1431,1456811.73,3391696394.4565,25,20000,1155.288,1018.04,41429,2430,43764,3,5
116,Fines,MEDIAN,1,all defendants,PA125,county,Washington,NA,NA,1000,0,0,OK,2612,2605260.34,4310301707.9528,10,15000,809.6894,997.42,208047,14081,53693,10,24
116,Fines,MEDIAN,1,all defendants,PA127,county,Wayne,NA,NA,500,5,0.5051,OK,985,852967,3541988365,1,40000,1687.8801,865.96,52212,2141,49313,3,5
116,Fines,MEDIAN,1,all defendants,PA129,county,Westmoreland,NA,NA,1000,1,0.0251,OK,3982,4528936.91,14855931651.0433,5,40000,1561.3498,1137.35,364090,20987,50736,23,34
116,Fines,MEDIAN,1,all defendants,PA131,county,Wyoming,NA,NA,500,1,0.1063,OK,940,747676.89,989235881.9405,19.86,5000,648.1997,795.4,28177,1895,48482,2,7
116,Fines,MEDIAN,1,all defendants,PA133,county,York,NA,NA,1000,199,2.0038,OK,9732,10136041.87,89175521231.8941,10,250000,2842.3928,1041.52,436339,34619,58745,28,22
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA,state,Pennsylvania,110712,508996,21.7511,1,2e-4,OK,NA,NA,NA,NA,NA,NA,NA,12731381,935686,52548,NA,NA
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA001,county,Adams,531,4089,12.9861,0,0,OK,NA,NA,NA,NA,NA,NA,NA,101496,5154,59492,4,14
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA003,county,Allegheny,13903,55418,25.0875,0,0,OK,NA,NA,NA,NA,NA,NA,NA,1226933,73141,51366,6,98
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA005,county,Armstrong,202,2226,9.0746,0,0,OK,NA,NA,NA,NA,NA,NA,NA,68614,3276,45241,NA,9
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA007,county,Beaver,880,6587,13.3596,0,0,OK,NA,NA,NA,NA,NA,NA,NA,170382,10859,49217,8,29
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA009,county,Bedford,255,1610,15.8385,0,0,OK,NA,NA,NA,NA,NA,NA,NA,49490,2397,43290,3,5
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA011,county,Berks,2881,14696,19.604,0,0,OK,NA,NA,NA,NA,NA,NA,NA,412078,20866,55170,30,43
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA013,county,Blair,1158,7842,14.7666,0,0,OK,NA,NA,NA,NA,NA,NA,NA,126940,11610,42992,8,15
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA015,county,Bradford,138,2233,6.18,0,0,OK,NA,NA,NA,NA,NA,NA,NA,62624,4057,46963,4,8
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA017,county,Bucks,8965,25371,35.3356,0,0,OK,NA,NA,NA,NA,NA,NA,NA,625977,34866,76555,27,41
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA019,county,Butler,870,5205,16.7147,0,0,OK,NA,NA,NA,NA,NA,NA,NA,184535,10793,58230,6,13
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA021,county,Cambria,697,6915,10.0795,0,0,OK,NA,NA,NA,NA,NA,NA,NA,142448,9796,41730,1,28
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA023,county,Cameron,30,192,15.625,0,0,OK,NA,NA,NA,NA,NA,NA,NA,5000,330,41410,0,2
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA025,county,Carbon,295,2894,10.1935,0,0,OK,NA,NA,NA,NA,NA,NA,NA,65074,4060,48900,3,13
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA027,county,Centre,858,4846,17.7053,0,0,OK,NA,NA,NA,NA,NA,NA,NA,154460,7288,50336,8,4
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA029,county,Chester,646,15304,4.2211,0,0,OK,NA,NA,NA,NA,NA,NA,NA,503075,20967,86050,36,44
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA031,county,Clarion,161,1394,11.5495,0,0,OK,NA,NA,NA,NA,NA,NA,NA,39720,2386,42389,2,6
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA033,county,Clearfield,770,3254,23.6632,0,0,OK,NA,NA,NA,NA,NA,NA,NA,81536,4622,41030,4,9
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA035,county,Clinton,276,1485,18.5859,0,0,OK,NA,NA,NA,NA,NA,NA,NA,39501,2185,42184,2,8
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA037,county,Columbia,200,2218,9.0171,1,0.0451,OK,NA,NA,NA,NA,NA,NA,NA,67021,3778,44807,1,11
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA039,county,Crawford,872,4009,21.7511,0,0,OK,NA,NA,NA,NA,NA,NA,NA,88173,4733,42504,5,15
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA041,county,Cumberland,842,9535,8.8306,0,0,OK,NA,NA,NA,NA,NA,NA,NA,237449,13507,60826,NA,21
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA043,county,Dauphin,10676,17814,59.9304,0,0,OK,NA,NA,NA,NA,NA,NA,NA,269035,25973,54066,22,21
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA045,county,Delaware,1978,28686,6.8953,0,0,OK,NA,NA,NA,NA,NA,NA,NA,559771,37474,64041,49,47
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA047,county,Elk,220,1200,18.3333,0,0,OK,NA,NA,NA,NA,NA,NA,NA,31799,1740,45767,1,5
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA049,county,Erie,1692,9334,18.1273,0,0,OK,NA,NA,NA,NA,NA,NA,NA,280518,14962,45202,NA,13
119,Cases Involving a Guilty Plea as Charged,PERCENTAGE,1,all defendants,PA051,county,Fayette,4167,6572,63.4054,0,0,OK,NA,NA,NA,NA,NA,NA,NA,136145,9210,39115,10,15
