id,stage,group,question,answer,citations
CTF.t,COLLATERAL_CONSEQUENCES,Court Fees,Types of court fees that may be imposed (list may not be exhaustive):,Program fees to support offense stopper and safe neighborhood programs,
CTF.t,COLLATERAL_CONSEQUENCES,Court Fees,Types of court fees that may be imposed (list may not be exhaustive):,"Offense-specific fees (e.g., fees related to DUI, domestic violence, or drug-related offenses)",
CTF.t,COLLATERAL_CONSEQUENCES,Court Fees,Types of court fees that may be imposed (list may not be exhaustive):,DNA testing fees,
CTF.t,COLLATERAL_CONSEQUENCES,Court Fees,Types of court fees that may be imposed (list may not be exhaustive):,General lab fees,
CTF.t,COLLATERAL_CONSEQUENCES,Court Fees,Types of court fees that may be imposed (list may not be exhaustive):,Booking fees,
CTF.r,COLLATERAL_CONSEQUENCES,Court Fees,Court fees are allocated to the following recipients (see statutes for additional details on allocation):,Information not located in statutes,
CTF.c,COLLATERAL_CONSEQUENCES,Court Fees,Penalties that may be imposed for failing to pay court fees:,A hearing is held to determine the individual's ability to pay and reasons for failing to pay,"Pennsylvania Administrative Code. Rule 706. Fines or Costs. [234 Pa. Code § 706](http://www.pacode.com/secure/data/234/chapter7/s706.html). Archived [here](https://perma.cc/T7Q5-S8AX).
Pennsylvania Administrative Code. Rule 470. Procedures Related to License Suspension After Failure to Respond to Citation or Summons or Failure to Pay Fine and Costs. [234 Pa. Code § 470](http://www.pacode.com/secure/data/234/chapter4/s470.html). Archived [here](https://perma.cc/FUS9-ECCG).
Pennsylvania Consolidated Statutes. 4134. Commitment for failure to pay fine. [42 Pa. Cons. Stat. § 4134 (2012)](https://law.justia.com/codes/pennsylvania/2012/title-42/chapter-41/section-4134/). Archived [here](https://perma.cc/7FSF-ATQ4)."
CTF.c,COLLATERAL_CONSEQUENCES,Court Fees,Penalties that may be imposed for failing to pay court fees:,The payment schedule may be restructured,"Pennsylvania Administrative Code. Rule 706. Fines or Costs. [234 Pa. Code § 706](http://www.pacode.com/secure/data/234/chapter7/s706.html). Archived [here](https://perma.cc/T7Q5-S8AX).
Pennsylvania Administrative Code. Rule 470. Procedures Related to License Suspension After Failure to Respond to Citation or Summons or Failure to Pay Fine and Costs. [234 Pa. Code § 470](http://www.pacode.com/secure/data/234/chapter4/s470.html). Archived [here](https://perma.cc/FUS9-ECCG).
Pennsylvania Consolidated Statutes. 4134. Commitment for failure to pay fine. [42 Pa. Cons. Stat. § 4134 (2012)](https://law.justia.com/codes/pennsylvania/2012/title-42/chapter-41/section-4134/). Archived [here](https://perma.cc/7FSF-ATQ4)."
CTF.c,COLLATERAL_CONSEQUENCES,Court Fees,Penalties that may be imposed for failing to pay court fees:,The total amount owed may be reduced or discharged entirely,"Pennsylvania Administrative Code. Rule 706. Fines or Costs. [234 Pa. Code § 706](http://www.pacode.com/secure/data/234/chapter7/s706.html). Archived [here](https://perma.cc/T7Q5-S8AX).
Pennsylvania Administrative Code. Rule 470. Procedures Related to License Suspension After Failure to Respond to Citation or Summons or Failure to Pay Fine and Costs. [234 Pa. Code § 470](http://www.pacode.com/secure/data/234/chapter4/s470.html). Archived [here](https://perma.cc/FUS9-ECCG).
Pennsylvania Consolidated Statutes. 4134. Commitment for failure to pay fine. [42 Pa. Cons. Stat. § 4134 (2012)](https://law.justia.com/codes/pennsylvania/2012/title-42/chapter-41/section-4134/). Archived [here](https://perma.cc/7FSF-ATQ4)."
CTF.c,COLLATERAL_CONSEQUENCES,Court Fees,Penalties that may be imposed for failing to pay court fees:,Driver's license suspension or revocation,"Pennsylvania Administrative Code. Rule 706. Fines or Costs. [234 Pa. Code § 706](http://www.pacode.com/secure/data/234/chapter7/s706.html). Archived [here](https://perma.cc/T7Q5-S8AX).
Pennsylvania Administrative Code. Rule 470. Procedures Related to License Suspension After Failure to Respond to Citation or Summons or Failure to Pay Fine and Costs. [234 Pa. Code § 470](http://www.pacode.com/secure/data/234/chapter4/s470.html). Archived [here](https://perma.cc/FUS9-ECCG).
Pennsylvania Consolidated Statutes. 4134. Commitment for failure to pay fine. [42 Pa. Cons. Stat. § 4134 (2012)](https://law.justia.com/codes/pennsylvania/2012/title-42/chapter-41/section-4134/). Archived [here](https://perma.cc/7FSF-ATQ4)."
CTF.c,COLLATERAL_CONSEQUENCES,Court Fees,Penalties that may be imposed for failing to pay court fees:,"Incarceration, if the court determines that the individual has not made a good faith effort to pay","Pennsylvania Administrative Code. Rule 706. Fines or Costs. [234 Pa. Code § 706](http://www.pacode.com/secure/data/234/chapter7/s706.html). Archived [here](https://perma.cc/T7Q5-S8AX).
Pennsylvania Administrative Code. Rule 470. Procedures Related to License Suspension After Failure to Respond to Citation or Summons or Failure to Pay Fine and Costs. [234 Pa. Code § 470](http://www.pacode.com/secure/data/234/chapter4/s470.html). Archived [here](https://perma.cc/FUS9-ECCG).
Pennsylvania Consolidated Statutes. 4134. Commitment for failure to pay fine. [42 Pa. Cons. Stat. § 4134 (2012)](https://law.justia.com/codes/pennsylvania/2012/title-42/chapter-41/section-4134/). Archived [here](https://perma.cc/7FSF-ATQ4)."
CTF.c,COLLATERAL_CONSEQUENCES,Court Fees,Penalties that may be imposed for failing to pay court fees:,"Incarceration until the court fees are paid, and not exceeding 3 months if the individual is unable to pay","Pennsylvania Administrative Code. Rule 706. Fines or Costs. [234 Pa. Code § 706](http://www.pacode.com/secure/data/234/chapter7/s706.html). Archived [here](https://perma.cc/T7Q5-S8AX).
Pennsylvania Administrative Code. Rule 470. Procedures Related to License Suspension After Failure to Respond to Citation or Summons or Failure to Pay Fine and Costs. [234 Pa. Code § 470](http://www.pacode.com/secure/data/234/chapter4/s470.html). Archived [here](https://perma.cc/FUS9-ECCG).
Pennsylvania Consolidated Statutes. 4134. Commitment for failure to pay fine. [42 Pa. Cons. Stat. § 4134 (2012)](https://law.justia.com/codes/pennsylvania/2012/title-42/chapter-41/section-4134/). Archived [here](https://perma.cc/7FSF-ATQ4)."
CTF.c,COLLATERAL_CONSEQUENCES,Court Fees,Penalties that may be imposed for failing to pay court fees:,Revocation of probation,"Pennsylvania Administrative Code. Rule 706. Fines or Costs. [234 Pa. Code § 706](http://www.pacode.com/secure/data/234/chapter7/s706.html). Archived [here](https://perma.cc/T7Q5-S8AX).
Pennsylvania Administrative Code. Rule 470. Procedures Related to License Suspension After Failure to Respond to Citation or Summons or Failure to Pay Fine and Costs. [234 Pa. Code § 470](http://www.pacode.com/secure/data/234/chapter4/s470.html). Archived [here](https://perma.cc/FUS9-ECCG).
Pennsylvania Consolidated Statutes. 4134. Commitment for failure to pay fine. [42 Pa. Cons. Stat. § 4134 (2012)](https://law.justia.com/codes/pennsylvania/2012/title-42/chapter-41/section-4134/). Archived [here](https://perma.cc/7FSF-ATQ4)."
ACG.a,MISC,Age & Charging,Minimum age at which an individual can be prosecuted as an adult:,14,Pennsylvania Consolidated Statutes. 6355. Transfer to Criminal Proceedings. [42 Pa. Cons. Stat. § 6355(a)(1) (2012)](https://law.justia.com/codes/pennsylvania/2012/title-42/chapter-63/section-6355/). Archived [here](https://perma.cc/FF6S-KDWU).
ACG.j,MISC,Age & Charging,Age at which an individual can no longer be considered a juvenile:,18,Pennsylvania Consolidated Statutes. 6302. Definitions. [42 Pa. Cons. Stat. § 6302 (2012)](https://law.justia.com/codes/pennsylvania/2012/title-42/chapter-63/section-6302/). Archived [here](https://perma.cc/Z2YW-ZPU8).
